Trn# (Internal - Atual);Deal Original;Trn# (External);Counterpart;Status (LIVE/MKT_OP/DEAD);Desc: Complete Trn.Type(Sum);Trn.Date;Date: Period calc. start;Date: Period calc. end;Date: Period expiry date;Nominal amount (Leg 1);IRD: Leg 1 currency;RT:Current Capital(1st leg);RT:Fix/Var rate (1st leg);RT:Pay/Rec(1st leg,FixRate);RT:Main convention(1st leg);RT:Main fix.freq (1st leg);RT:Main index(1st leg);RT:Main margin(1st leg);RT:Main rate(1st leg);RT:Curr.rate(1st leg);RT:Curr.fixing date(1st leg);RT:Curr.calc1 date(1st leg);RT:Curr.paymnt date(1st leg);RT:Prev.amount(1st leg);RT:Curr.amount(1st leg);RT:Accrual(1st leg);RT:Next fixing date(1st leg);RT:Next calc1 date(1st leg);RT:Interest first exact period flag (1st leg) (Y/N);RT:Interest last exact period flag (1st leg) (Y/N);RT:Principal exchange flag (1st leg) (Y/N);Nominal amount (2nd Leg);IRD: Leg 2 currency;RT:Current Capital(2nd leg);RT:Fix/Var rate (2nd leg);RT:Pay/Rec(2nd leg,FixRate);RT:Main convention(2nd leg);RT:Main fix.freq (2nd leg);RT:Main index(2nd leg);RT:Main margin(2nd leg);RT:Main rate(2nd leg);RT:Curr.rate(2nd leg);RT:Curr.fixing date(2nd leg);RT:Curr.calc1 date(2nd leg);RT:Curr.paymnt date(2nd leg);RT:Prev.amount(2nd leg);RT:Curr.amount(2nd leg);RT:Accrual(2nd leg);RT:Next fixing date(2nd leg);RT:Next calc2 date(2nd leg);RT:Interest first exact period flag (2nd leg) (Y/N);RT:Interest last exact period flag (2nd leg) (Y/N);RT:Principal exchange flag (2nd leg) (Y/N);BUY/SELL;Call/Put;American/European (A/E);Strike;PL currency;Discounted market value;Portfolio;Barrier Value;ZCliente;Número da estrutura;Código do Contrato Assinado;Código do Documento;Counterpart_Shortname;Ficticia;Ref Contract;Conta;cempresa;Proposta;Consumo;Produto;Sub Produto;UTI;Cap;Floor;Caract Mx
37047168;37047168;37033046;BANCO SANTANDER SA;Live;Caps And Floors;04-05-2023;27-07-2023;27-10-2025;27-10-2025;50000000;EUR;50000000;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;23-01-2025;27-01-2025;28-04-2025;0;0;;24-04-2025;28-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;3686;21072;21072.002;DR0345361;BSTE;;21072.002;05800044;31;;0;103;VF3;5493006QMFDDMYWIAM13GBO00000000000000000002344448821;;1.9;IRD_CF
37047194;37047194;37033046;BANCO SANTANDER SA;Live;Caps And Floors;04-05-2023;27-07-2023;27-10-2025;27-10-2025;50000000;EUR;50000000;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;23-01-2025;27-01-2025;28-04-2025;0;0;;24-04-2025;28-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;3686;21072;21072.002;DR0345357;BSTE;;21072.002;05800044;31;;47.87594;103;CG1;5493006QMFDDMYWIAM13GBO00000000000000000002344448721;4;;IRD_CF
37048031;37048031;37033063;BANCO SANTANDER SA;Live;Caps And Floors;04-05-2023;27-07-2023;27-10-2025;27-10-2025;45000000;EUR;45000000;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;23-01-2025;27-01-2025;28-04-2025;0;0;;24-04-2025;28-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;3686;21071;21071.002;DR0345358;BSTE;;21071.006;05800044;31;;0;103;VF3;5493006QMFDDMYWIAM13GBO00000000000000000002344449721;;1.93;IRD_CF
37066595;37066595;37033046;NOS SGPS S.A.;Live;Caps And Floors;04-05-2023;27-07-2023;27-10-2025;27-10-2025;50000000;EUR;50000000;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;23-01-2025;27-01-2025;28-04-2025;0;0;;24-04-2025;28-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;8046287003;21072;21072.001;DR0345355;5PTV;;21072.001;05229365;31;1000504830;92898.81892;103;FN2;URJH9VSI58SAN00000000000000000000569755310;;1.9;IRD_CF
37066735;37066735;37033063;NOS SGPS S.A.;Live;Caps And Floors;04-05-2023;27-07-2023;27-10-2025;27-10-2025;45000000;EUR;45000000;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;23-01-2025;27-01-2025;28-04-2025;0;0;;24-04-2025;28-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;8046287003;21071;21071.001;DR0345354;5PTV;;21071.005;05229365;31;1000504830;87020.37547;103;FN2;URJH9VSI58SAN00000000000000000000569755510;;1.93;IRD_CF
37066613;37066613;37033046;NOS SGPS S.A.;Live;Caps And Floors;04-05-2023;27-07-2023;27-10-2025;27-10-2025;50000000;EUR;50000000;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;23-01-2025;27-01-2025;28-04-2025;0;0;;24-04-2025;28-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;8046287003;21072;21072.001;DR0345359;5PTV;;21072.001;05229365;31;1000504830;0;103;VC4;URJH9VSI58SAN00000000000000000000569755410;4;;IRD_CF
37066775;37066775;37033063;NOS SGPS S.A.;Live;Caps And Floors;04-05-2023;27-07-2023;27-10-2025;27-10-2025;45000000;EUR;45000000;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;23-01-2025;27-01-2025;28-04-2025;0;0;;24-04-2025;28-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;8046287003;21071;21071.001;DR0345356;5PTV;;21071.005;05229365;31;1000504830;0;103;VC4;URJH9VSI58SAN00000000000000000000569755610;4;;IRD_CF
37048039;37048039;37033063;BANCO SANTANDER SA;Live;Caps And Floors;04-05-2023;27-07-2023;27-10-2025;27-10-2025;45000000;EUR;45000000;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;23-01-2025;27-01-2025;28-04-2025;0;0;;24-04-2025;28-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;3686;21071;21071.002;DR0345360;BSTE;;21071.006;05800044;31;;43.08754;103;CG1;5493006QMFDDMYWIAM13GBO00000000000000000002344449821;4;;IRD_CF
49973951;37877295;37830561;EMISSOES PASSIVO, PORTUGAL;Live;Caps And Floors;06-06-2023;28-06-2023;28-06-2025;28-06-2025;13725000;EUR;35950500;Floating;Sell;Act/ActISMA;1Y;EURIBOR-EURIBOR-3M;0;0;;20-06-2025;28-06-2024;30-06-2025;0;0;;;;N;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_ALM_DER_E_RT;;0000041875;21137;21137.002;DR0346996;9CFL;FICTICIA;21137.002;05901046;31;;0;103;CV4;URJH9VSI58SAN00000000000000000000570264610;.55555556;;IRD_CF
49974008;37863192;37830561;BANCO SANTANDER SA;Live;Caps And Floors;06-06-2023;28-06-2023;28-06-2025;28-06-2025;13725000;EUR;35950500;Floating;Buy;Act/ActISMA;1Y;EURIBOR-EURIBOR-3M;0;0;;20-06-2025;28-06-2024;30-06-2025;0;0;;;;N;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_ALM_DER_E_RT;;3686;21137;21137.001;DR0345451;BSTE;;21137.001;05800044;31;;868688.29565;103;C1G;5493006QMFDDMYWIAM13GBO00000000000000000002360658921;.55555556;;IRD_CF
38596917;37874435;37830561;BANCO SANTANDER SA;Live;Caps And Floors;06-06-2023;28-06-2023;28-06-2025;28-06-2025;13725000;EUR;35950500;Floating;Sell;Act/ActISMA;1Y;EURIBOR-EURIBOR-3M;0;0;;20-06-2025;28-06-2024;30-06-2025;0;0;;;;N;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_ALM_DER_E_RT;;3686;21137;21137.001;DR0345448;BSTE;;21137.001;05800044;31;;0;103;C1G;5493006QMFDDMYWIAM13GBO00000000000000000002360658821;4.44444444;;IRD_CF
38596536;37877297;37830561;EMISSOES PASSIVO, PORTUGAL;Live;Caps And Floors;06-06-2023;28-06-2023;28-06-2025;28-06-2025;13725000;EUR;35950500;Floating;Buy;Act/ActISMA;1Y;EURIBOR-EURIBOR-3M;0;0;;20-06-2025;28-06-2024;30-06-2025;0;0;;;;N;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_ALM_DER_E_RT;;0000041875;21137;21137.002;DR0345449;9CFL;FICTICIA;21137.002;05901046;31;;.66171;103;CV4;URJH9VSI58SAN00000000000000000000570264710;4.44444444;;IRD_CF
40536396;40536396;40531661;MOTRINDE - MONTAGENS TECNICAS E REPARACOES INDUSTRIAIS S.A.;Live;Caps And Floors;25-09-2023;21-09-2023;20-09-2028;20-09-2028;2000000;EUR;1500000;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;18-12-2024;20-12-2024;20-03-2025;0;0;;18-03-2025;20-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;8039091145;21431;21431.001;DR0345884;00M0A2;;21431.003;05273884;31;;0;103;F2N;URJH9VSI58SAN00000000000000000000571933010;;0;IRD_CF
40536749;40536749;40531661;BANCO SANTANDER SA;Live;Caps And Floors;25-09-2023;21-09-2023;20-09-2028;20-09-2028;2000000;EUR;1500000;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;18-12-2024;20-12-2024;20-03-2025;0;0;;18-03-2025;20-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;21431;21431.002;DR0345883;BSTE;;21431.002;05800044;31;;800.19415;103;V3F;5493006QMFDDMYWIAM13GBO00000000000000000002411581721M;;0;IRD_CF
41019988;41019988;41016697;BANCO SANTANDER SA;Live;Caps And Floors;13-10-2023;12-10-2023;30-03-2027;30-03-2027;5600000;EUR;8000000;Floating;Buy;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;26-09-2024;30-09-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;21469;21469.002;DR0345962;BSTE;;21469.002;05800044;31;;3435.87324;103;V3F;5493006QMFDDMYWIAM13GBO00000000000000000002421270821;;0;IRD_CF
41020106;41020106;41016697;CS WIND PORTUGAL S A;Live;Caps And Floors;13-10-2023;12-10-2023;30-03-2027;30-03-2027;5600000;EUR;8000000;Floating;Sell;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;26-09-2024;30-09-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;7401486525;21469;21469.001;DR0345961;00F6O3;;21469.001;05C02342;31;;0;103;F2N;URJH9VSI58SAN00000000000000000000572217010;;0;IRD_CF
41099882;41099882;41096020;MADEIRA SKYPARK ADVENTURE - ATIVIDADES TURISTICAS, LDA;Live;Caps And Floors;17-10-2023;02-04-2024;17-10-2033;17-10-2033;540704.18;EUR;6439810.07;Floating;Sell;Actual/360 Linear;6M;EURIBOR-EURIBOR-1Y;0;0;0;27-12-2024;31-12-2024;30-06-2025;0;0;;27-12-2024;30-06-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;7402030542;21480;21480.001;DR0345986;00J6AU;;21480.001;05C11006;31;;0;103;F2N;URJH9VSI58SAN00000000000000000000572268410;;0;IRD_CF
41100631;41100631;41096020;BANCO SANTANDER SA;Live;Caps And Floors;17-10-2023;02-04-2024;17-10-2033;17-10-2033;540704.18;EUR;6439810.07;Floating;Buy;Actual/360 Linear;6M;EURIBOR-EURIBOR-1Y;0;0;0;27-12-2024;31-12-2024;30-06-2025;0;0;;27-12-2024;30-06-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;21480;21480.002;DR0345985;BSTE;;21480.003;05800044;31;;159615.64729;103;V3F;5493006QMFDDMYWIAM13GBO00000000000000000002422913821;;0;IRD_CF
52556052;42099358;42092545;EMISSOES PASSIVO, PORTUGAL;Live;Caps And Floors;28-11-2023;21-12-2023;21-12-2025;21-12-2025;7300000;EUR;1534095;Floating;Sell;Act/ActISMA;1Y;EURIBOR-EURIBOR-1Y;0;0;;18-12-2025;21-12-2024;22-12-2025;0;0;;;;N;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_ALM_DER_E_RT;;0000041875;21614;21614.002;DR0346348;9CFL;FICTICIA;21614.002;05901046;31;;0;103;CV4;URJH9VSI58SAN00000000000000000000572908510;1.50684932;;IRD_CF
52556221;42099891;42092545;BANCO SANTANDER SA;Live;Caps And Floors;28-11-2023;21-12-2023;21-12-2025;21-12-2025;7300000;EUR;1534095;Floating;Buy;Act/ActISMA;1Y;EURIBOR-EURIBOR-1Y;0;0;;18-12-2025;21-12-2024;22-12-2025;0;0;;;;N;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_ALM_DER_E_RT;;3686;21614;21614.001;DR0346349;BSTE;;21614.001;05800044;31;;30102.88293;103;C1G;5493006QMFDDMYWIAM13GBO00000000000000000002444204621;1.50684932;;IRD_CF
52556203;42099844;42092545;EMISSOES PASSIVO, PORTUGAL;Live;Caps And Floors;28-11-2023;21-12-2023;21-12-2025;21-12-2025;7300000;EUR;1534095;Floating;Buy;Act/ActISMA;1Y;EURIBOR-EURIBOR-1Y;0;0;;18-12-2025;21-12-2024;22-12-2025;0;0;;;;N;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_ALM_DER_E_RT;;0000041875;21614;21614.002;DR0346136;9CFL;FICTICIA;21614.002;05901046;31;;371.97292;103;CV4;URJH9VSI58SAN00000000000000000000572908610;4.10958904;;IRD_CF
52556386;42099979;42092545;BANCO SANTANDER SA;Live;Caps And Floors;28-11-2023;21-12-2023;21-12-2025;21-12-2025;7300000;EUR;1534095;Floating;Sell;Act/ActISMA;1Y;EURIBOR-EURIBOR-1Y;0;0;;18-12-2025;21-12-2024;22-12-2025;0;0;;;;N;N;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_ALM_DER_E_RT;;3686;21614;21614.001;DR0346138;BSTE;;21614.001;05800044;31;;0;103;C1G;5493006QMFDDMYWIAM13GBO00000000000000000002444204421;4.10958904;;IRD_CF
42451783;42451783;42447295;TAPECARIAS FERREIRA DE SA LDA;Live;Caps And Floors;12-12-2023;28-06-2024;30-06-2027;30-06-2027;9700000;EUR;9200000;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;24-12-2024;30-12-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBPRJFIN;;7402610604;21640;21640.001;DR0346193;00I6MB;;21640.001;05C09847;31;1000573907;173941.95118;103;FN2;URJH9VSI58SAN00000000000000000000573087210;;2.3;IRD_CF
42453906;42453906;42447295;BANCO SANTANDER SA;Live;Caps And Floors;12-12-2023;28-06-2024;30-06-2027;30-06-2027;9700000;EUR;9200000;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;24-12-2024;30-12-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBPRJFIN;;3686;21640;21640.002;DR0346194;BSTE;;21640.002;05800044;31;;0;103;VF3;5493006QMFDDMYWIAM13GBO00000000000000000002451197621;;2.3;IRD_CF
42452497;42452497;42447295;TAPECARIAS FERREIRA DE SA LDA;Live;Caps And Floors;12-12-2023;28-06-2024;30-06-2027;30-06-2027;9700000;EUR;9200000;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;.722;0;24-12-2024;30-12-2024;31-03-2025;8459.21;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBPRJFIN;;7402610604;21640;21640.001;DR0346196;00I6MB;;21640.001;05C09847;31;;0;103;VC4;URJH9VSI58SAN00000000000000000000573087310;3;;IRD_CF
42453931;42453931;42447295;BANCO SANTANDER SA;Live;Caps And Floors;12-12-2023;28-06-2024;30-06-2027;30-06-2027;9700000;EUR;9200000;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;.722;0;24-12-2024;30-12-2024;31-03-2025;8459.21;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBPRJFIN;;3686;21640;21640.002;DR0346195;BSTE;;21640.002;05800044;31;;79324.96721;103;CG1;5493006QMFDDMYWIAM13GBO00000000000000000002451197821;3;;IRD_CF
45225454;45225454;45223636;AQUINOS INDUSTRY BUSINESS AND MANAGEMENT S A;Live;Caps And Floors;04-04-2024;04-04-2024;04-04-2031;04-04-2031;885500;EUR;863362.5;Floating;Sell;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;02-10-2024;04-10-2024;04-04-2025;0;0;;02-04-2025;04-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;7402175994;22056;22056.001;DR0347960;00C4WP;;22056.001;05298094;31;;0;103;F2N;URJH9VSI58SAN00000000000000000000574754310;;0;IRD_CF
45225593;45225593;45223636;BANCO SANTANDER SA;Live;Caps And Floors;04-04-2024;04-04-2024;04-04-2031;04-04-2031;885500;EUR;863362.5;Floating;Buy;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;02-10-2024;04-10-2024;04-04-2025;0;0;;02-04-2025;04-04-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;22056;22056.002;DR0346619;BSTE;;22056.002;05800044;31;;3230.19847;103;FG1;5493006QMFDDMYWIAM13GBO00000000000000000002509148921;;0;IRD_CF
47534227;47534227;47525720;BANCO SANTANDER SA;Live;Caps And Floors;28-06-2024;28-06-2024;28-06-2027;28-06-2027;10000000;EUR;10000000;Floating;Buy;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;24-12-2024;30-12-2024;30-06-2025;0;0;;26-06-2025;30-06-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;22299;22299.002;DR0346867;BSTE;;22299.002;05800044;31;;3033.87703;103;V3F;;;0;IRD_CF
47534497;47534497;47525720;GREENVOLT - ENERGIAS RENOVAVEIS S.A.;Live;Caps And Floors;28-06-2024;28-06-2024;28-06-2027;28-06-2027;10000000;EUR;10000000;Floating;Sell;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;24-12-2024;30-12-2024;30-06-2025;0;0;;26-06-2025;30-06-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;7400427931;22299;22299.001;DR0346866;00E062;;22299.001;05289952;31;;0;103;F2N;URJH9VSI58SAN00000000000000000000576038910;;0;IRD_CF
48274755;48274755;48273527;BANCO SANTANDER SA;Live;Caps And Floors;25-07-2024;25-07-2024;25-07-2034;25-07-2034;2043750;EUR;5499375;Floating;Buy;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;23-01-2025;25-01-2025;25-07-2025;0;0;;23-07-2025;25-07-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;22389;22389.002;DR0346970;BSTE;;22389.002;05800044;31;;2001397.55361;103;CG1;;4;;IRD_CF
48274832;48274832;48273527;VERDELAGO SOCIEDADE IMOBILIARIA S A;Live;Caps And Floors;25-07-2024;25-07-2024;25-07-2034;25-07-2034;2043750;EUR;5499375;Floating;Sell;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;23-01-2025;25-01-2025;25-07-2025;0;0;;23-07-2025;25-07-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;7400226941;22389;22389.001;DR0346969;00W9QR;;22389.001;05C18971;31;;0;103;VC4;URJH9VSI58SAN0000000000000000000576447310T;4;;IRD_CF
47946223;47946223;47932559;BANCO SANTANDER SA;Live;Caps And Floors;12-07-2024;27-08-2024;27-08-2029;27-08-2029;50000000;EUR;50000000;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;25-11-2024;27-11-2024;27-02-2025;0;0;;25-02-2025;27-02-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;3686;22347;22347.002;DR0346934;BSTE;;22347.002;05800044;31;;266185.12888;103;V3F;;;0;IRD_CF
47944422;47944422;47932559;SONAE SGPS SA;Live;Caps And Floors;12-07-2024;27-08-2024;27-08-2029;27-08-2029;50000000;EUR;50000000;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;25-11-2024;27-11-2024;27-02-2025;0;0;;25-02-2025;27-02-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;1124;22347;22347.001;DR0346935;TSVM;;22347.001;05201886;31;;0;103;F2N;URJH9VSI58SAN00000000000000000000576266310;;0;IRD_CF
48274794;48274794;48273527;BANCO SANTANDER SA;Live;Caps And Floors;25-07-2024;25-07-2024;25-07-2034;25-07-2034;2043750;EUR;5499375;Floating;Sell;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;23-01-2025;25-01-2025;25-07-2025;0;0;;23-07-2025;25-07-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;22389;22389.002;DR0346971;BSTE;;22389.002;05800044;31;;0;103;VF3;;;2.2;IRD_CF
48274911;48274911;48273527;VERDELAGO SOCIEDADE IMOBILIARIA S A;Live;Caps And Floors;25-07-2024;25-07-2024;25-07-2034;25-07-2034;2043750;EUR;5499375;Floating;Buy;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;0;23-01-2025;25-01-2025;25-07-2025;0;0;;23-07-2025;25-07-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;7400226941;22389;22389.001;DR0346972;00W9QR;;22389.001;05C18971;31;1000643939;4359364.89761;103;FN2;URJH9VSI58SAN00000000000000000000576449610;;2.2;IRD_CF
48587026;48587026;26328667;BANCO SANTANDER SA;Live;Caps And Floors;12-01-2022;17-12-2021;17-12-2030;17-12-2030;5250000;EUR;3705882.35294118;Floating;Buy;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;2.639;13-12-2024;17-12-2024;17-06-2025;76387.47426471;49442.44;;13-06-2025;17-06-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBPRJFIN;;3686;19745;19745.002;DR0347008;BSTE;;;05800044;31;;271437.25395;103;CG1;1030266796SAN00000000000000000002142476021;0;;IRD_CF
48586746;48586746;26328831;BANCO SANTANDER SA;Live;Caps And Floors;12-01-2022;17-12-2021;17-12-2030;17-12-2030;2000000;EUR;2000000;Floating;Buy;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;2.639;13-12-2024;17-12-2024;17-06-2025;38053.83333333;26683.22;;13-06-2025;17-06-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBPRJFIN;;3686;19744;19744.002;DR0347007;BSTE;;;05800044;31;;143527.00141;103;CG1;1030266796SAN00000000000000000002142479021;0;;IRD_CF
49538907;49538907;49536599;BRAFERO - SOCIEDADE IMOBILIARIA SA;Live;Caps And Floors;11-09-2024;11-09-2024;30-09-2031;30-09-2031;15462962.6;EUR;15462962.6;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;24-12-2024;30-12-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;8046441061;22564;22564.001;DR0347322;00B05L;;22564.001;05272445;31;;0;103;F2N;URJH9VSI58SAN0000000000000000000577142010T;;0;IRD_CF
49538778;49538778;49536340;ALEGRO MONTIJO - GESTAO DE CENTRO COMERCIAL SOCIDADE UNIPESSOAL LDA;Live;Caps And Floors;11-09-2024;11-09-2024;30-09-2031;30-09-2031;15462962.6;EUR;15462962.6;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;24-12-2024;30-12-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;9002632404;22563;22563.001;DR0347320;00FMZ4;;22563.001;05272444;31;;0;103;F2N;URJH9VSI58SAN0000000000000000000577141810T;;0;IRD_CF
49538082;49538082;49536340;BANCO SANTANDER SA;Live;Caps And Floors;11-09-2024;11-09-2024;30-09-2031;30-09-2031;15462962.6;EUR;15462962.6;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;24-12-2024;30-12-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;22563;22563.002;DR0347321;BSTE;;22563.002;05800044;31;;216427.17011;103;V3F;;;0;IRD_CF
49538202;49538202;49536599;BANCO SANTANDER SA;Live;Caps And Floors;11-09-2024;11-09-2024;30-09-2031;30-09-2031;15462962.6;EUR;15462962.6;Floating;Buy;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;24-12-2024;30-12-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_GV_BTBACK;;3686;22564;22564.002;DR0347323;BSTE;;22564.002;05800044;31;;216427.17011;103;V3F;;;0;IRD_CF
50168699;50168699;50162507;CENTRO VASCO DA GAMA - CENTRO COMERCIAL SA;Live;Caps And Floors;02-10-2024;30-09-2024;30-09-2025;30-09-2025;18365182.5;EUR;18365182.5;Floating;Sell;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;0;0;27-12-2024;31-12-2024;31-03-2025;0;0;;27-03-2025;31-03-2025;N;Y;N;;;;;;;;;;;;;;;;;;;;;;;;;;;EUR;;ST_RT_CORP_GL;;5100706413;22649;22649.001;DR0347488;00CVDG;;;05265390;31;;0;103;VF4;URJH9VSI58SAN00000000000000000000577491210;;0;IRD_CF
